index,smiles
7397,C1C2CN2C1C12C34OC56C78OC9(C%10%11OC9%12C9(O%10)C%10%13SC%12%10C%10%12C%14%15C%119C%149C%10%11C%13%10C%11%13C%12%15C%109%13)C79N8C57C39C63C15C21C47C315
7398,FN1C23C45OC26C42C14C17C48C21C56C31C23C45OC4(C24N2C69C%10(F)C4%11OC4%12C2%13C2%14C(S)C2%15CC6(C%1149)C%122C%15%14C%10%132)C53C178
7399,CC1C2C13C1C45C6(Cl)C1(C234)C51C23N4C25C32C37OC89N3C83C8%10C%11%12OC%13%14C%15(F)C7%16C%117C%16%11C9(C%139C%15%14C%129%11)C38C3(C46C513)C2%107
7400,ClC12C34C56C7C89C%10%11C%12C%105OC5%10C1%13C51C5%14C%15%16N%17C%18%19SC%20%21N%22C%20%23C%22%20C%21%23C%20%21C%20%22OC%15%23N(C%18%16%21)C%195C%23%20C%17%22C%141C2%10C3%13C78C%119C%1264
7401,C1C23CC14C21CC25CC1(C32)C54C12C34N5C31C21C23SC67C89OC%10%11C%12%13C86C26C73C%12(C541)C%136C91C%102C34C15C%111C36C13C24C563
7402,C.FCC12C34OC56C78N9C%10(F)C%11%12N7C7%13C8%11C8%11C5%14C6(C%10%12C95C69OC65O9)C5(C69C%10%12C(F)C1%10C21C%122C38C23C46C193)C7%14C%13%115
7403,CC12C34OC56C17C1(OC38C13OC83C13C89N%10C%11%12C%10%13C%10%14C8%11C%12(C8%11C9%12C18C3%12%11)C%101C38C%149C%10%11C%12%14C%13%15C%10%13C%153C3(C1%12C9%143)C%138%11)C45C267
7404,FC12C3C4C35CC3C(OC41C14C26C27C18C21C62C86C47C64C67C89C21C12C%10%11C86C1%10C2%11C12C49C46C89C7%10C87C14C%101C29C671)C35
7405,CC.CC(C)N.N1C23OC24C25N6C27OC28N9C%10%11OC%12%13N%14C%12%15OC%13%12ON%12C%12%13C9%16C%14(C2%16%12)C%15%13C6%10C%118C75C42C45C16C34C652
7406,C1CC23C45OC14C51C24C32C13C15OC16C1(C78OC9%10C%11(OC9%12C%107C67C%111C%1227)C81C26C78C29C2%10C1%11C1%12C%112C%102C71C68C9%122)C543.O
7407,CC(C)C12C34OC56C7(N8N9OC8%10C8%11C5%12C95C%129C%12%13N%14C%15%16OOC%14%15N%16C%12%14C%13%12C%10%13C59C%135C%148C%12%115)C35C1(C13C(F)N1C342)C675
7408,C1N2C13C14N5C67C89N%10OC6(C%106C%10%11N8C6%10C68C%11%10C6%11C%106C8%10C%118C%11%12C6%13C%106C8%11C%136%12)C68C%10%11C5%12C7%10C65C96C%12%11C79C3%10C2(C1%107)C49C685
7409,FC12C34C5C6C7C65C56C38C73C79N%10C17C81C97C89N%11ON(N%12N8C8%13C%129C89C8%12OC%14%15C%16%17C8%18N%12C%189C%14%16C%15%13%17)C%117C%102C12C45C362
7410,CN1ON2C34C5C36C1C1C53C2(C164)C12C34N3C41C14C56ON7C1(C342)C12C53C76C31C21C23C14C15C26C27C38C13C65C21C47C831
7411,C1C2CC34C25N2C53C3C15C24C51N2C45C31C13C67C89OC%10(C%11%12OOC%11%13C%12%11OC%13%11%10)C8%10C8%11OC86C68C7(C%119%10)C67C16C24C56C837
7412,CC1N2C3(Cl)C14C31C23C42C45C67C89OC%10(F)N8C8(C%11%12OC%13%14C%11%15C%11%16C%138C8%13C%15%17C%118C%148C%11%14C%12%16C%12%15C%11%16C8%14C%13%12C%17%15%16)C%109C6(C314)C275
7413,C1C23C14C21OC31C12C43C45C16C31C43C26C24C67C89N%10C8%11C8(OC8%11C8%11C%12%13OC%12%14OC%12%15C%16%17N%18C%14%13C%12%16C%188C%15%17%11)C%109C68C72C85C143
7414,CC1(P)C2C34C15C16C37C23C28C9(OC%10%11C%12%13N%14C%15%16N%17C%18%19OC%17%20C%18%17C(F)(C%19%12%17)C%12%17C%14%10C%13%12C%20%15C%16%11%17)C2%10C7(C431)C51C92C63C24C8%10C134
7415,BrC12C34C56CC7C5C65C76C17C63C57C13C24C12C14C56OC17C18C9%10N%11C%12%13C%14%15OC%14%12C%13%12C94C14C71C57C6(C75C%11%15C56C%10%12C864)C123
7416,FC12OC34C56C78N9C1(C1%10C%11%12CC%13%14C%11%15C%11C%13%15C%141C%11%12%10)C71C98C21C31C45C62C13C14C56C78C9%10N%11C9%12C%11%10C9(C751)C15C%126C81C53C924
7417,C12C3C14C1C25C2C1(C5C15C67C18C19C%10%11C5%12C65C7%10C%125C%111C15C89C67C89C%10%11N%12C%13%14C%10%15C%13%10C%13%16C%14%17C%13(C%12%11C%15%11C8%12C%116C91C%1275)C%10%17%16)C324
7418,CC1C23C4C12C12OC3C35C67C89OC6%10C6%11C%12(N%13C%14%15OC%16%17C%14%18C%15%14C%16%15C%16%19N(Cl)C%13%16C%12(Cl)C%15%12C%17%14C%19%18%12)C6%12C%10(C86C41C23C56%12)C97%11
7419,O1C2(C34C5C36C3C67N6C37C564)C34C15C16C78C9%10N(C%11%12C%13%14C%15%16N%17C%18%19N%20C%17%15C%13%15C%14%13C%11(C%20%18%16)C%15%11C%12%14C%19%13C9%14%11)C%107C17C81C58C26C38C471
7420,O1C23OC45C67OC8C9N6C26C89C28C46C52C37C82C34OC13C21C23N5C67C89C6%10C6%11C7%12C7%13C5%14C75C%138C5(C%1496)C5(C421)C31C%12%10C1%115
7421,C.CC1CCC23C14C15N6C78C61C16C9%10C%11%12C%13(Cl)C%14%15C%16%17N%18C%19%20C%16%21N%16C%14%22C%18%19C%14(C%16(C%21%20%17)C%13%22%15)C7(C7%13C24C57C38%13)C19C12C%14%11C%121C6%102
7422,C.FC12OC34OC56C13C41C25C62C34N5C67C89SC8(N8C%10%11CC%12%13C%14(C%10)C8%12C%11%13%14)C8%10C%11%12C5%13C5(Cl)C9%14C6(C%148%11)C%10%12C36C5%13C16C472
7423,C.CN1C23OC45C6OC78C9(C%10(OC%11%12C7%13C7(C2%108)C28C%10%14N%15C%16%17C%18%19C%20%21OC%20%22OC%21%20C%22%18OC%20%18C%16%19C%15%16C%18%17C%137C%102C%11%14C%12%168)C149)C653
7424,CC12CC13C2C12C45C67N8C49C4(C31C254)C61C72C34C56N7C%10%11C%12%13OC%14%15C%12%16C%12%17OC%12(C%17%10%16)C%14%11C%155C5%10C76C56C%13%10C36C35C84C13C925
7425,CCC1C23N4C56C12C3(C)N1C52C43C62C12C14C56C78OC5(C59C%10%11SC%12%13ON(C%1276)C%105C%13%119)C85C67C18C21C32C41C81C53C26C731
7426,CC12CCC13C21C2(Br)C45C67N8C49C4(N6C6(C%10%11C%12%13C%14%15N%16C%17%18C%16%14C%14%16C%17%15C%18%14C%12%14C%16%12C%13%10C%11%14%12)C%10%11C7%12N7C%10%13C8%10C%139C%106C7%12%11)C23C415
7427,C1CN2C34OC56C3(N1)C25C61C42C34N5C67N8C6(C69N%10C%11%12C%10%13C%11%10C%11(OC%14%15C%11%16C%14%11C%15%13C6%16%11)C%129%10)C69C%10%11C87C67C%10(C26C53C416)C9%117
7428,C1C2C3N4CC56C24C1C31C52C34C57SC58C25C8(C163)C745.ClC12C34C56C7(Cl)C89C%10%11C7%12C7%13C8%14C97C%10%14C%127C%118C13C1(C25C641)C8%137
7429,CC1C2C13N1N4C15C21OC52C56OC7(ON75)SC57C89C%10%11SC%12%13C%14%15N%10C%11%14C%15%10C%11%14N%15C8(C%15%12C%118C%11%12C5(C12C436)C91C7%11C81%12)C%13%14%10
7430,C1C23C14C15C6(C7C61C725)N1C25C67C34C13C61C24C26C89C%10%11OC%12%13OC%14(C%12%15C%14%12C%14%16C%13%17C%15%14C%17%12%16)C%12%13C%10%14C%121C%118C%142C61C2(C5%139)C37C421
7431,CC12CC13C1(O2)C24OC25C31C12C3(C67C89OC%10(N%11C%106OC6%10C%11%12C%11%13C6%14C6%15C%10%16C%11%10C%126C%13%10C%14%16%15)C87O9)C67C18C19C45C21C96C387
7432,C1C2C3C4C(N5N6C78N9C57C85C67C68C%10%11OC%10(C%11%10C%11%12C%13%14C%15%16OOC%13%17C%13(O%15)C%16%15C%13%14C%10%11C%17%15%12)C%10%11C75C95C67C5%10C8%117)C25C4C135
7433,C.CC1C2N3C45C67C12C61C26N8C9%10C4%11C54C3(C23C25C%12%13C8%14C8%15C%16(F)C%17%18OC%19%20C%16%21C%17%16C%18%19C8%16C%20%21C%128C%142C82C%15%13C352)C74C69C%101%11
7434,CC1CC23N4N2C42C4N1C(C)C43N2OC12N3C45N6C47N4C89N(C485)C14C61C56N9C37C37OC89C2%10C2%11C38C%102C9%11C75C416
7435,C1CC2(C1)CCN2C12C34C56N7C89N%10C%11%12ON%13C%14%15OC%14%16C%15%14OC%13%11C1%11C53C74C26C%11(C%10%128)C9%16%14.O1C23C45C16C41C24C32C64C512
7436,C1C23CC45C26C2C16C24C51C32OC34C56OC78C9%10OC%11(OC%12%13C%14%15N(C9%12C%14%10N%15C9%10C%12%14C%15%16ON%15C%16%15C9%12C%15%10%14)C%133C74C85O%11)C621
7437,C1CC23C45C1C16C47C48OC9%10C4%11C2(C17%11)C12C89C47C%108C9%10N%11N%12C%13%14C%15%16OC%15%17C%16%13C%17%13C%12%15C9%12N9C%11%12C%11(C51C362)C1(C9%10C%14%15%13)C84C%1117
7438,C1C2C3CC45C67OC8(C2C138)C41N(C561)C12C34C75C67C58C36C35C16C21C2(C79C47C32C879)C23C14C65C41C24C32C43C45C16C24C635
7439,CC12C3N4C1C2(C)C12C45OC34N5C35OC67OC31C61C3(OC68C5(C361)C13C85C68C9%10OC%11(S9)C69C%106OC69C16C%115C863)C472
7440,O1N2C34OC56C1(N1C78C9C%10%11C%12C%13C%10C97C87C%13(C%12%11)C17C235)C41C23C45OC78C9%10C%11%12C%13%14N%15C%11%16C%13%12C%169C%15%14C9%11C72C64C9(C513)C8%10%11
7441,CC1CC2C(C)C23C24OC25C4C153.O1C23C14C21N2C56N7C34C21C75C12C63C45C67N8C9%10N%11C%12%13C%114C54C5(C%126C89C%10%137)C31C425
7442,C1C2C3C14N1N4C4(ON5OC67C58C59OC5%10C5%11N%12OC%13%14C%15%16C%12%17C5%12C%105C%13%10C%17%15C%14%11C%12%11C%10%12C%11(C9%165)C59C8%10C68C56C47C%106C8%129)C231
7443,C.FN1C23C45OC67OC68C6(N9C7%10C7%11OC%12%13C%14%15OC%12%16C%12%17OC%14%12C%12C%14C%18C%14%19C%12%18C%19%12C%17%14C%16(C9%10C%15%137)C%11%12%14)C27C12C47C81C56C321
7444,FC12C34C56OC78C19C1%10C%11%12N%13OC%13%11C1(C31C7(C584)C3(C45C7C8%11CC%13%14CC%13%15C8C%148C7%13C64C%11%15C85C2%133)C9%101)C12C34C%125C16C53C246
7445,CC12NC34CC3C41C21C23N4C5(C67OC89N%10N%11C6%12C6%13N%14OC%10%15C%12%10C8%12C%147C%11%12C97C%158C69C%138C%1079)C67OC89C62C42C85C93C721
7446,N1C23C4C5C46C4C7C18C72C38C12N3C78C9(C%10%11N%12C%13%14C%12%15C%12%16C7%17C%13%12C8%17C%14%16C78C%10%12C%15%10C%11%13C%12%11C%13%12C%107C8%11%12)C7(C546)C31C13C24C71C943
7447,C.CC12CC34C15C21OC26C37C3(O1)C18C29C4(C657)C24C15C16OOC17C61C6(C%10%11N%12C%10%13C%10%14C%12%15C%10%12C%15%10C%146C%116C%131C%126%10)C72C95C384
7448,C1C23C45C(N6C4C652)C24OC56C78C13C13C9%10C%11%12C%13%14OC%15%16C%17%18OC%11(C%17%15ON%18%13)C%11%13C%12%15C%14%16C%12%14C19C%10(C73C81C23C42C53C621)C%11%12C%13%15%14
7449,BrC12C34NCC5CC53C13C41C24C25N6C78C9(C%10%11ON%12N%13C%12%14N%12C%13%15C%14%10C%15%10C%12%13C%10%12C%11%10C%13%11C7%10C8%12%11)C67C96C28C56C32C78C412.C
7450,CC12N3C4C35CCC13SC51C56C47C25N3C23C14C15C89C%10%11N%12C%13(C%14%15N%16C%17%18C%13%19C%16%10C%19%10C%14%17C%15%18%10)C%11%10C8%11C%129C%101C%111C28C76C48C351
7451,CCC(ON)C12C3(OCO3)C13C14OC56C78C9%10OC%11%12C9(C%101C57C43C628)C%111C23N4C56C27C42C34C23C28C59C%121C49C61C72C138
7452,CC1C2C3CC2(C)N2N4C56C27C2(Cl)C89N%10C%11%12C25C17C31C42C16C%111C%10(C2%121)C81C23C45OC67N4C48C5%10C64C%104C75C84C25C913
7453,C1C23C45C67C18C46C14C86C89C%10%11C%12%13OC%14(OC%15%16C%12%17SC%12%18C%19%20OC%19%21C%20%19C%21%15C%16%12C%13%18C%14%17%19)C%12%13C%10%14C%12%10C%12%15C25C3(C7%111)C48C91C6%12C%101C%13%14%15
7454,CC12CC13CC3C2(C)C12C34C15C31C23C26C78C9%10C%11(C%12%13N%14C%15%16N%17C%14%18C%15%14N%15C%14%19C%17%12C%15%19C%16%18%13)N(F)C%11%12C7%11C98C7(C%12%10C72C531)C%1146
7455,CC12CC13C2C3C12N3N4C15C16N(C321)C61C23OC67C89C6%10C6%11C%12%13C%14%15C7(C87C8%16C5%17C25C9(C%178C431)C57%16)C%121C%102C%143C64C1(C%15%11%13)C234
7456,CC1(C)C23N4C56C47C24C2(CC89C1%10C28C94%10)C53C71C23C45OC2(C461)C12C46N7C48C49OC53C43C98C64C75C67C58C46C14C32C784
7457,FC12N3C45C6C78N1C1(C67C24C385)C23N4C56C78N9C7%10N7C%11%12C%13%14OC%10%15C%11%10N%11C%10%16C%11(C7%13C%15%12%16)C%147C9%10C79C47C25C13C71C6%10C891.O
7458,C.C.CCC12C34N5C16C31C53C24C631.O1C23N4C25N2C13C25C41C23C45OC67C89C%10%11OC%12%13C%14%15C%108C%118C%12%14C%13%15C8%10C4(C612)C5%10C793
7459,C1C2CC13C1C45N6OC78N4N6C74OC1(C16OC79N%10C7%11C7%12C%13%14OC%15%16C9(C%137C%147C%15%11C%16%127)C79C%10%11C4%10C4%12C17C%111C86C94C%101%12)C235
7460,COC12C3(CC3C)C13C14SC21C31C23OC56N7OC8(C72C2(O3)C37ON(Cl)C9(C23C587)C23C95C27C32C53C58C79C25C398)C641
7461,CC1(CN)C23CC14C1(F)OC25OC26C17N1C28C29C7%10OC7%11C%12%13N%14C%15%16C%14%12C%12%14C%15%17N%15C%13%18C%15%17C%18%16C%13%15C7%12C%11%13C%15(C48C536)C2%14C1%109
7462,O.OC12N3C14C15C36C21C41C23C4(F)C78OC9%10C%11%12OC%13%14C9(C%119OC%11%15C%16%17N%18C%19%20OC%21%22C%18%19C%21%16C%20(C%11%22%13)C9%15%17)C%12%14C%107C17C48C27C653
7463,CC1(C23C45OC6(O4)C54OC25C64C52C45C67N8C9%10C%11(Cl)C%12%13N%14C%11%12C%14%11C8%12C9%13OC%108C%129OC6%10C97C%10(C8%114)C325)CC12CC2.F
7464,CC12C3N1C14C32C12C13OC56N7C89C5%10C65C1(C342)C%105C12C73C81C14C95C31C254.ClC12C34N5C36C13C51C25C27OC25C32C74C612
7465,C.CC12OC34C56C1C31C25C12C13OC15C17N8N9C%10%11C%12%13ON%12C%12%14C%10(Cl)C%10%15C%16%17ON%16C%12%16C%10(F)C%16(C81C31C%117C9%13C21C456)C%17%14%15
7466,C1C2C34C5C16OC31N3C5(C241)C12C45OC47C48OC9%10C%11(OC%11%12C5(C5%11OC%13%14C%15%16N%17C%15%18C%17%15C%16%17C%18%15C%13%17C1%13C5%14C%112%13)C%121C74C981)C36%10
7467,C.C1CC23C4(O1)C21OC25C34C23C24C67OC62C32C14C75C13SC45C67C18C32C12C43C49C5%10C5%11C%10%12C15C15C62C71C85C41C39C%11%121
7468,C1C2C34N5C6C13C24C12N3C47ON8C9%10C8%11C8%12C%13(N%14C%15%16C3(C651)C13C45C%14(C%15%135)C21C7%163)C12C3(C45OC46OC64C93C53C4%10C831)C%11%122
7469,CC12C34CCC56N7C89OC%10%11OC5%12C85C%128C%12(OC%13%14C%15(Cl)C%13%16C%15%13C%15%17N%18C%19(C%20%21OC%20%15OC%10%17C9%21%12)C%18%14C%19%16%13)C58C58C73C45C61C%1128
7470,C1C23C4C25C42C14N1C67C89C1%10C1%11C2(C358)C61C%111C%109C23C45C46C89N%10C8%11C98C%119C%10%11C%10%12C4%13N4C%14%15C9%16C%14(C%118C4%10C21C753)C%15%16C%13%126.O
7471,CCC1N2C34CC13C1C35N6C78C69C6%10C%11%12N%13N%14C%13%15N%13C%14%11C%11(OC%14%16C%117C6(C89%10)C67C3%14C%166C36C89C12C45C12C83C63C91C723)C%13%15%12
7472,CC12C3C45NN4C34N1C24C51C23C14C21C25C46C34C37C89C%10%11C%12%13SC%14%15C%16%17ON%18N%16C%14%12C%15%10C%11(C%18%17%13)C8%10C98C%103C83C18C47C62C538
7473,FC12C34C5(C67C89OC%10%11C%12%13C%14CC%12%15CC(C%13C%14%15)C%12%13C%10%14C%12%10C8%12N8C96C87C6(C78OC%117C8%126)C%13%14%10)C36C13C61C67C28C46C72C35C812
7474,O1C23C4C12C12OC43C13C14N5C67SC89C1%10C1%11SC%12%13C%14%15C%12%16C%14%12C%15%14C%16%15C%12%14C%12%14C%13%16C%13%17C6%18C6%19C1%13C8(C9(C57%10)C243)C%116C%18%19C%161C%17%12C%151%14
7475,ClC12N3OC31C13C45N6C17C21C28C9%10C%11(N%12C%13%14OC%12%15C%12(S%13)C%13%16C%17(C%18CN%18%17)C%13%17OC%16%13C%14%16C%17%12C%139C%15%16%10)C49C74C65C25C%118C31C945
7476,CC12C3CC45OC31C41C52C23C45C67OC89C%10%11C%12%13C%14%15OC%16%17C%18%19C%16%20C%16%21C61C%182C1(C%17%16C%147C82C%106C%127C98C%11%13C%159C26C897)C%194C%205C%2131
7477,COC12OOC1(C)C21C23C14C21C2(C56C78OC75C25C86N2N6C78OC6(C69N%10C6%11N7C96C79OC76C%10%119)C26C27OC82C765)C341
7478,CCC1CC12CC21OC1C12C34C56N7N8OC9(OC%10%11C9%12OC9%13C%14%15C%12%10C%14%10C9%12C%11%15C%13%12%10)C89C78N7C3(C895)C64C34C75C16C23C564
7479,FC12N3C45C67C89OC6%10C38C36C%108C%10%11OC%12%13C9%10C9(OC1%10C1%14C2%15C(C2CC2)C%152C%15%16C1%17C%151C9%15C%10%14C19C2%15C%16%179)C31C%11%12C41C86C%1357
7480,C1C23C4C15C41C4C6C7(CC68C69OC%10%11C%12%13N6C6%14C9%12C69C%136C%10%12C9(C%146C58%11)C%125C68C9%10C%11%12C%13%14OC%15%16C%13%11C%14%15C6%11C9(C%16%12%10)C%1158)C42C731
7481,CC12CC3OC34OC43C1(O2)C12C45C67C38C43C86C15C14C5(C273)C12C41C34C26C52C63C13C21C42C45C16C17C34C34C28C1(C653)C784
7482,CC12N3C14CCC31C23C25C4(C)C46N7C8(OC42C86C135)C12C34C56N8C9%10N5C5%11C%12%13OC%12%14OC%145C5(OC9%135)C3(C8%106)C13C74C%1123
7483,CN.NC12CC34OC35C13C2C31C23OC67C89N%10C%11%12N%13C%11%14C%126C%13(C7%14C451)C2(C%1038)C12C93C14C31C24C12C13C45C26C12C61C34C521
7484,C1CCC23C(C1)C14C25C2C6C17C65C15C68OC19C1%10C34C1(C275)C9%10C12C63OC45C86C78C9%10OC%11%12N%13C%11%14C%137C%14(C%129C%1041)C38C562
7485,CC12C3(Cl)C45N6C78C19COC24C97C81C65C24C56N7C89C71C17C3%10C53C81C96C2(C41C24OC56C89C5%11C25C2%12C48C9%11C62C15%12)C%1073
7486,CC1CC12NC13N2C12C14C35C23C52C35C13C16C78C9(N%10C%11%12OC%10%13C%11%10N%11C%12%14C%11(C%11%12OC%11%15C%11%16ON%17C%15%12C%17%11C%16%10%14)C%1397)C81C43C265
7487,CN(C)C12SC3(C1F)C21C24SC56OC2(C27OC89N%10C%11%12C%13%14OC%13%15C%13%16C%14%17OC%11%13C%15%17C%16(C%11%13SC2%11C87%13)C%109%12)C52C34C612.ClCl
7488,C.CC12CC(C1)C21C23C4(F)OC45C46C78OC79C27OC2(N%10C9%11C89C%107C7(C514)C%116C397)C13OC45OC67OC48C15C6(O3)C728
7489,CC12CC1(N)C13C45C26C27C18C21C78C27C89C6%10C46C%104C52C4(C38C197)C12C34C57C89OC%10%11C8%12C%108C%11%10C5(C973)C%12%10C83C45C64C31C524
7490,C1C23CC24C2N5OC67C58N5C9%10OC6%11OC5%11N5C(O9)(C69CC13C67C249)C%101ON8C23C14OC42C12N4OC16C51SC16C432
7491,FC12ON3C14C31C23C25C67OC89C%10%11C%12%13OC%14%15C%16C%17%18CC%14C%14%19C%15%20C%15%21C%16%17C%18%15C%21%15C%14%16C%19%20C%16%15C%12%14C8%12C91C1(C62C%13%10C%11%141)C3%12C745.N
7492,FC1C23CC45N2C42C4C3C3N6C35N3C16C42C12N4N5C36C37N8C41C51N2C24C59SC%10%11C%12(OC%125C25C%102C4%10C9%11C52%10)C13C867
7493,ClC12N(C34OC5C3C36CC57C35C76C415)C13C45C67C28C46C24C16C81C8(C32C57C148)C12C34C57OC89N%10N8C%108C93C3(C854)C71C632
7494,CCC1(O)C2C13N1C45C26C34C23C47C89N%10C%11%12C%10%13C%10(OC8%14C98C19C84C92C61C%13(C%14%117)C513)N1N2C34C56N7C18C53C76C21C%108C41%12
7495,CC1N2C1(C)C13OC4N1CC15N6OC78OC9%10C7%11C(C423)(C681)C12C93C54C5(OC67N8C9%12C5%13C95C69C75C95C86C%111C62C%12%135)C%1043
7496,C.C.CC12C34C5C13C21C23C67SC68C6(C542)C72C45N7N9C%10(Cl)C%11%12N%13C%11%14C%13%12C%144C9%10C75C82C136.O1C23C45OC67C18C24C86C357
7497,C1NCC23C14C21OC12C41N4C25C4(C24C67C89C%10%11C%12%13N%14OC%15%16N%17N%15C%15(C%17%14%12)C%16%10C%10%12C%13%11C%15%10C%12%10C8%11C8%12C2%13C69C%132C47C28C%10%11%12)C315
7498,C1C2C3OC14N1C5C14C21C52C34C35C26C27C43C62C23C46C89C%10%11OC%12(C%10%13N%10C%14%15ON%14C%14%16C%17%18C%10%13C%15%11C%12%10C%14%17C%16%18%10)C4(C82C196)C573
7499,C.FC12OC34C56N7C89SC8%10C78C35C14C13C24C25C7%11OC%12%13N%14C%15%16CC%15%17CC%177C%107C%11(N%10C%16%11C%14%12C%10%13%11)C72C92C67C16C2(C845)C736
7500,ClOC12OC34C56C78C9C%10CC9(C%10)C17C31C37C9%10N%11C9%12C%119C25C1(C486)C%123C71C%102C93C24C25C31C21C45C23C45C16C41C24C35C641
7501,C1C2OC34C5C16C(C256)C12OOC35OC53C41C21C24C56OC78C9(N%10C7%11C%102C31C89%11)C5(O6)C12C35C67OC38C13C64C21C75C831
7502,CC1N(C)C2(C)C34C56OOC78C59C13C24C79C12C34C57N9C%10%11N%12C%13%14C%15%16N%17C%10%18C%15%10C%17%15C%18%10C%10(C9%13C%125C73C43C14C68C324)C%11%14C%16%15%10
7503,CC12N3C14N1C56C78OC75C5(C4(I)C125)C386.CO.ClC12OC34SC56C78N9C1%10C95C15C27C31C6%10C81C23C46C14C21C62C53C421
7504,C.CC1(C)C23C45OC6(CC64)C46N7C42C53C16C12N3C45C68SSC9%10C%11%12N%13C%11%14OC%13%12C9%11C%14%10C6%11C69C7%10C37C8(C146)C51C2%10C719
7505,CCC1C23C4C56C78OC9(C12C397)C45C12C63C45C67OC69C6(C%10(Cl)C%11%12OC%13(C%117C%10%136)C%126C7%10C%11%12OC%11%13C%127C%136%10)C16C94C51C83C216
7506,CC1CCC23C45N1N4C51C24C25C31C13C46C21C12C47N8N9C%10%11C8%12C8%13C%14%15C9(C%109C4%10C79C%101C2(C%11%148)C563)C12C%12%15C34C15C31C%132C451
7507,CNC1CC23C45OC26C27OC89N4C1N8C5(C936)C21C72OC34C56C78N9C%10%11C9%12C%10(C39C73C%127C%10%12C7%13C7%14C93C%107C%12%13%14)C%115C48C216
7508,C.CC1C(C)C23N1C21OC24N5C67C13C26C12C54C13C71C24C25OC67C89OC%10%11C8%12C8%13C6%14N9C6(P%14C49C62C72C59C213)C%108C%11%12%13
7509,CC1CC23C4(C)C15C42C12C46C5(C5(Cl)C78C59C75C87C98C79C57C5%10C%11%12OC%13%14C%115C%135C%14%11C7%13C%12%10C57C%115C8%10C78C%139C5%108)C15C34C652
7510,O1C23C45N6C7(C62C26C14C14C89C%10C%11%12C%13C%14C%13%15C%14%11C%10%12C1%10C1%11C%158C%101C21C96C4%111)C35C12OC13C71C45C67C89OC8(C296)C72C34C125
7511,OCC1C2OOC34C5(F)C2C13C1(F)C23N(N6C57OC45C64C76C14C526)C12C45C67C18C41C26C24C86C89C3%10C3(C571)C62C%108C934
7512,CC.ClC12C34C5(N6C78C69C76C7%10C1%11C1%12C83C13C97C31C3(C78C9%13C%14OC9%15C9N%16C%14%17C%14(N%15%13)C9%13C%167C%178C%13%143)C61C%11%10%12)C13C26C51C463
7513,O1C23C45C16C41C24C35C23C57OC8(C142)C12C63C83C46C58N5C9%10C%11(C%12C%13%14C%15%16C%17C%15%18C%15%19N%16C%18%16C%13(C%17%15C%12%13C9%12C5(C7%11%10)C%138%12)C%14%19%16)C14C236
7514,C1C2C34C5C36C23C14C31C23OC47N8C9%10C8%11C28C2(N%12OOC%12%13C%12%14C%15%16C%13%17C%13%18C%12%19C%17%13C%12%13C%17%20C%14%15C%12(C%16%19%17)C%18%20%13)C39C%10(C53C46C731)C%1128
7515,CC1CC23C4C56OC27C52C58OC5(C45C34C16C754)C21C82C34C56C7(OC89C%10%11C7(C8%103)C9%11C124)N1C23OC47C15N1C65N2C54C137
7516,CC12OC34C5C67C58C65C69C%10%11N%12C%13%14C%15%16C%17%18OC%19(C%13%15C%13(C%12%10C%17%13C%10%12C%11%13N%11C%13%15C7%13C13C24C1(C8%15%10)C%136C%119C5%121)C%18%14%16)C12C34C%195C13C254
7517,CC1C2CC13C1OCC34C23C25OC6(Cl)C7(Cl)C8(C9%10C%11%12OC9%13C%119C%11%14OC%15%16C%11%17C%15%11C%17%15C79C%12%10C%137C%14%16C7%11%15)C67C26C53C14C786
7518,FC12C34C56CC78C9C5C7(N5CC58)C13C21C23OC5(C78C%10%11OC2%12C%10(ON96)C%122C%111C37C428)C12C53C45C16C31C37C28C64C13C587
7519,CNCN(Cl)C12C34N5C67CC(C6)C6(O7)C57C13C13C58N9C%10%11C5%12C5%13OC8(C%12(O5)C58C%10%12C9%10C9%14C%115C%125C8%11C%109C%145%11)C%131C73C624
7520,FC12CNC1C13C4N5C6(N1C523)N4C61C23OC45OC16C(C17C89OC%10(N%11C%12%13C%14%15OC%14%16C%15%14OC%14%12C%11%16%13)C1%11C8(O9)C%10%117)(N42)C536
7521,CNN1N(CO)C23C14C15OC16N1C78C9%10N%11C%12(O5)C27C%11(C%128C643)C23C45OC46C54C25C6(C26C78OC%11%12C7%13C%119C%122C8%13C1%106)C435
7522,NC12C3N1C21OC32N3C1(I)C21C24C56OC57N(C25C32C65C214)C12C34C56C89C%10%11OC%108C%118C9%10C85C%106C35C73C16C41C64C23C514
7523,CC1(C23OC24C25N6C27C62C46C48C9%10C%11%12SC%13(C%11%14C9%11C9%15C%13%16C%14%13C%169C%11%13%15)C%129C%10%11C%10%12C9%13C%11%10C4(C49C2%10C4(C357)C6%109)C8%13%12)CC1N.N
7524,FC1C23N4CC5CC42C24C6(OC78C59C12C74C389)C12N3C45N7C38C61C82C12C43C46OC89OC%10%11C8%12C98OC4(C73C561)C%102C8%11%12
7525,CCC12CC34C56N7C18C2(C)C38C71C23C78ON9C%10%11C%12%13OC%14%15C%16(Cl)SN%16C%12%16C%10%12C%14%10C%14%17C9(C%14(C%13%15%17)C%16%12%10)C9(C4%10C51C2%109)C73C8%116
